id,Address,Response_Address,Response_X,Response_Y
1,臺中市梧棲區臺灣大道九段４２號,臺中市梧棲區安仁里1鄰臺灣大道九段42號,202686.594,2682901.456
2,臺中市南區和昌街１５６號,臺中市南區平和里22鄰和昌街156號,216032.698,2668628.666
3,臺中市南屯區楓樹西街１８９之２號,臺中市南屯區楓樹里21鄰楓樹西街189之2號,212205.981,2667869.350
4,臺中市西屯區福上巷龍欣一弄３號,找不到指定的門牌地址。,,
5,臺中市梧棲區大勇二路１８號,臺中市梧棲區頂寮里10鄰大勇二路18號,202598.791,2685046.872
6,臺中市梧棲區大勇二路１８號,臺中市梧棲區頂寮里10鄰大勇二路18號,202598.791,2685046.872
7,臺中市北區柳川東路四段１３號,臺中市北區大湖里4鄰柳川東路四段13號,217373.633,2671588.276
8,臺中市北屯區青島路三段２３５之５號,臺中市北屯區平德里9鄰青島路三段235之5號,217981.242,2673718.705
9,臺中市西區福人街１４２號,臺中市西區昇平里34鄰福人街142號,215109.605,2670908.725
10,臺中市西屯區至善路２４２號,臺中市西屯區西平里12鄰至善路242號,213784.858,2674788.901
11,臺中市豐原區三豐路二段８９巷３７號,臺中市豐原區西湳里23鄰三豐路二段89巷37號,221506.307,2684535.243
12,臺中市梧棲區自強一街９０巷３５號,臺中市梧棲區草湳里54鄰自強一街90巷27號,202224.996,2681740.731
13,臺中市太平區永平南路４５號,臺中市太平區成功里14鄰永平南路45號,221736.109,2669379.509
14,臺中市太平區新仁路一段１９２號,臺中市太平區太平里25鄰新仁路一段192號,219778.549,2667367.009
15,臺中市西屯區至善路１２１巷６號,臺中市西屯區至善里3鄰至善路121巷6號,213658.424,2674543.001
16,臺中市西屯區福聯街７２號,臺中市西屯區福聯里14鄰福聯街72號,210207.410,2675704.651
17,臺中市西屯區青海南街２０５號,臺中市西屯區潮洋里1鄰青海南街205號,212913.101,2674458.001
18,臺中市梧棲區自強一街９０巷３５號,臺中市梧棲區草湳里54鄰自強一街90巷27號,202224.996,2681740.731
19,臺中市西屯區福聯街１５巷９號,臺中市西屯區福聯里9鄰福聯街15巷9號,210100.519,2675568.078
20,臺中市西屯區福聯街１５巷９號,臺中市西屯區福聯里9鄰福聯街15巷9號,210100.519,2675568.078
21,臺中市中區民權路２２號,臺中市中區綠川里3鄰民權路22號,217693.636,2670151.088
22,臺中市中區民族路６４號,臺中市中區公園里9鄰民族路64號,217526.486,2670468.092
23,臺中市北區錦南街１９之３號,臺中市北區新北里18鄰錦南街19之3號,218270.010,2672106.106
24,臺中市西屯區國安一路２０６巷１８號,臺中市西屯區永安里19鄰國安一路206巷18號,210485.303,2676445.475
25,臺中市西屯區上石北２巷１５號,臺中市西屯區西墩里7鄰西墩南二巷15號,213072.543,2675040.205
26,臺中市西屯區西屯路三段１６６之１００號,臺中市西屯區永安里46鄰西屯路三段166之100號,210353.383,2676306.967
27,臺中市西屯區至善路８２巷２４號,臺中市西屯區上安里16鄰至善路82巷24號,213505.989,2674089.203
28,臺中市后里區民生路３８９號,臺中市后里區墩北里8鄰民生路389號,220358.064,2689227.463
29,臺中市太平區永平南路４７號,臺中市太平區成功里14鄰永平南路47號,221742.840,2669370.549
30,臺中市西區五權西一街１２３號,臺中市西區公舘里29鄰五權西一街123號,215878.203,2669922.458
31,臺中市北區育強街１１７之２號,臺中市北區錦祥里7鄰育強街117之2號,218810.152,2672842.449
32,臺中市大甲區水源路２６６號,臺中市大甲區中山里17鄰水源路266號,212236.390,2692891.879
33,臺中市梧棲區永寧路６７巷５８號,臺中市梧棲區興農里19鄰永寧路67巷58號,204153.928,2680682.196
34,臺中市梧棲區永寧路３６巷３４號,臺中市梧棲區永寧里21鄰永寧路36巷34號,203966.864,2680471.336
35,臺中市沙鹿區星河路１６６號,臺中市沙鹿區鹿峰里14鄰星河路166號,206406.122,2683186.682
36,臺中市西區三民路１段５０巷８號,臺中市西區公舘里32鄰三民路一段50巷8號,216248.352,2669459.348
37,臺中市西區大墩１９街７號,找不到指定的門牌地址。,,
38,臺中市北區北屯路４９號,臺中市北區金龍里16鄰北屯路49號,218670.130,2672854.859
39,臺中市西屯區文心路三段１９９之２號,臺中市西屯區大河里15鄰文心路三段199之2號,215525.073,2674095.319
40,臺中市西屯區環中路三段８００號,臺中市西屯區龍潭里3鄰環中路三段800號,212220.625,2673073.848
41,臺中市南屯區嶺東南路４０號,臺中市南屯區春社里27鄰嶺東南路40號,210400.750,2669802.477
42,臺中市豐原區中陽路５３７巷１５號,臺中市豐原區北陽里24鄰中陽路537巷15號,223169.155,2682701.128
43,臺中市豐原區豐西街２６號,臺中市豐原區豐西里6鄰豐西街26號,221033.445,2682942.423
44,臺中市豐原區豐西街２６號,臺中市豐原區豐西里6鄰豐西街26號,221033.445,2682942.423
45,臺中市豐原區豐西街２６號,臺中市豐原區豐西里6鄰豐西街26號,221033.445,2682942.423
46,臺中市豐原區豐西街２６號,臺中市豐原區豐西里6鄰豐西街26號,221033.445,2682942.423
47,臺中市大里區仁愛路１９巷１５號,臺中市大里區仁德里6鄰仁愛路19巷15號,219686.480,2665359.089
48,臺中市太平區中山路四段２８巷１７弄１４號,臺中市太平區新高里15鄰中山路四段28巷17弄14號,220733.660,2671781.140
49,臺中市北屯區南興路７０１號,臺中市北屯區舊社里1鄰南興路701號,219985.937,2675924.510
50,臺中市南屯區文心路一段３７８號,臺中市南屯區惠中里3鄰文心路一段378號,214136.608,2671622.452
51,臺中市西屯區文心路三段６號,臺中市西屯區何安里19鄰文心路三段6號,214503.564,2673160.529
52,臺中市豐原區愛國街１０９號,臺中市豐原區中陽里13鄰愛國街109號,222160.787,2682656.287
53,臺中市梧棲區居仁街６３巷１８號,臺中市梧棲區中正里23鄰居仁街63巷18號,202873.779,2683534.645
54,臺中市梧棲區八德東路６９號,臺中市梧棲區頂寮里12鄰八德東路69號,202868.689,2684480.776
55,臺中市大里區塗城路６７３巷１３弄１５號,臺中市大里區金城里11鄰塗城路673巷13弄15號,219568.500,2664718.500
56,臺中市大里區向上街３６巷６之７號,臺中市大里區金城里39鄰向上街36巷6之7號,219381.109,2665342.189
57,臺中市太平區正誠街２５６巷４２號,臺中市太平區建興里11鄰正誠街256巷42號,222320.918,2669247.686
58,臺中市南區復興路一段２７１號,臺中市南區樹義里40鄰復興路一段271號,214646.007,2667584.845
59,臺中市北區進化北路２６３號,臺中市北區頂厝里1鄰進化北路263號,217838.586,2673092.828
60,臺中市北區北屯路４９號,臺中市北區金龍里16鄰北屯路49號,218670.130,2672854.859
61,臺中市南屯區惠文路５２８號,臺中市南屯區惠中里23鄰惠文路528號,213826.326,2671456.054
62,臺中市南屯區文心南二路５２２號,臺中市南屯區豐樂里8鄰文心南二路522號,213484.062,2670150.572
63,臺中市豐原區合作街１６０巷２弄１號,臺中市豐原區三村里8鄰合作街160巷2弄1號,220151.818,2681665.657
64,臺中市沙鹿區忠貞路２９１號,臺中市沙鹿區清泉里11鄰忠貞路291號,210507.725,2681986.098
65,臺中市烏日區環河北路２４８號,臺中市烏日區烏日里9鄰環河北路248號,211756.413,2666352.290
66,臺中市太平區光興路１１６５巷４２號,臺中市太平區興隆里1鄰光興路1165巷42號,222829.079,2668299.149
67,臺中市太平區環太東路２２１之５號,臺中市太平區豐年里3鄰環太東路221之5號,221916.967,2671213.134
68,臺中市北區忠明八街１４號,臺中市北區明德里32鄰忠明八街14號,216508.780,2673211.208
69,臺中市潭子區祥和路１７２巷４２之１號,臺中市潭子區栗林里14鄰祥和路172巷42之1號,220597.443,2680571.373
70,臺中市南區德富路３０號,臺中市南區樹德里11鄰德富路30號,214765.348,2668428.762
71,臺中市南屯區文心南路２２７號,臺中市南屯區豐樂里25鄰文心南路227號,214031.503,2669639.544
72,臺中市北區進化路５１７號,臺中市北區錦祥里17鄰進化路517號,218797.652,2672605.788
73,臺中市西屯區西屯路二段２６８之８巷１號,臺中市西屯區逢甲里22鄰西屯路二段268之8巷1號,213907.687,2674358.242
74,臺中市南屯區河南路四段５２２號,臺中市南屯區三厝里17鄰河南路四段522號,213243.079,2671291.845
75,臺中市西屯區國安一路１２９號,臺中市西屯區永安里43鄰國安一路129號,210657.358,2676202.782
76,臺中市東勢區文新二街３１號,臺中市東勢區粵寧里13鄰文新二街31號,232554.160,2684488.890
77,臺中市潭子區大明一路１０６巷２０號,臺中市潭子區東寶里25鄰大明一路106巷20號,217125.541,2677757.370
78,臺中市龍井區南社三街６８號,臺中市龍井區龍泉里25鄰南社三街68號,205416.679,2676768.098
79,臺中市西區五權路２２巷１２號,臺中市西區安龍里1鄰五權路22巷12號,216399.500,2670910.324
80,臺中市南區新和街２０３號,臺中市南區福順里17鄰新和街203號,215805.583,2668725.842
81,臺中市北屯區昌平路二段國泰巷５１號,臺中市北屯區松和里7鄰昌平路二段國泰巷51號,218704.242,2674812.517
82,臺中市北屯區中清路二段４１５巷４０弄３３號,臺中市北屯區新平里25鄰中清路二段415巷40弄33號,216057.674,2675028.870
83,臺中市北屯區太原路三段１３９巷１號,臺中市北屯區北屯里10鄰太原路三段139巷1號,218479.174,2673351.427
84,臺中市西屯區工業區三十八路６８號,臺中市西屯區協和里21鄰工業區三十八路68號,208290.321,2674688.781
85,臺中市后里區成功路５１６號,臺中市后里區墩東里4鄰成功路516號,221326.598,2688899.463
86,臺中市神岡區大漢街６３巷１９號,臺中市神岡區大社里16鄰大漢街63巷19號,219388.247,2683174.168
87,臺中市梧棲區自強一街９０巷３５號,臺中市梧棲區草湳里54鄰自強一街90巷27號,202224.996,2681740.731
88,臺中市梧棲區八德東路６９號,臺中市梧棲區頂寮里12鄰八德東路69號,202868.689,2684480.776
89,臺中市沙鹿區保成一街１２巷２８號,臺中市沙鹿區埔子里14鄰保成一街12巷28號,206303.899,2678828.657
90,臺中市梧棲區臨港路四段５８８號,臺中市梧棲區頂寮里9鄰臨港路四段588號,202302.255,2684530.406
91,臺中市梧棲區臨港路四段８８２巷３３號,臺中市梧棲區頂寮里10鄰臨港路四段882巷33號,202619.176,2685084.159
92,臺中市沙鹿區長春路２５０號,臺中市沙鹿區鹿峰里20鄰長春路250號,205718.499,2683381.632
93,臺中市潭子區和平路３３巷２１號,臺中市潭子區頭家里13鄰和平路33巷21號,219243.098,2676707.290
94,臺中市大里區大智路５６５巷２５之７號,臺中市大里區祥興里35鄰大智路565巷25之7號,218612.799,2668685.470
95,臺中市大里區現岱路１１號,臺中市大里區中新里12鄰現岱路11號,218304.780,2666171.720
96,臺中市大里區環中東路六段１６巷５號,臺中市大里區東昇里11鄰環中東路六段16巷5號,219094.495,2667287.260
97,臺中市大里區中興路二段７７０號,臺中市大里區祥興里5鄰中興路二段770號,218329.918,2668403.552
98,臺中市南屯區春安路７０號,臺中市南屯區春安里6鄰春安路70號,210304.954,2669895.259
99,臺中市西屯區長安路二段２７８號,臺中市西屯區大福里8鄰長安路二段278號,216315.927,2674641.693
100,臺中市大甲區甲后路五段３３５巷２００弄１０號,臺中市大甲區中山里16鄰甲后路五段335巷200弄10號,212435.280,2692966.430
101,臺中市東勢區東蘭路永盛巷１１２之１號,臺中市東勢區明正里4鄰東蘭路永盛巷112之1號,228137.274,2689198.174
102,臺中市大雅區學府路７６巷１１號,臺中市大雅區四德里21鄰學府路76巷11號,214593.882,2679211.557
103,臺中市霧峰區民生路５８７號,臺中市霧峰區桐林里3鄰民生路587號,222915.530,2662738.910
104,臺中市南屯區永春路１２之３號,臺中市南屯區永定里16鄰永春路12之3號,212836.772,2670787.785
105,臺中市西區長春街５２號,臺中市西區忠明里3鄰長春街52號,215474.054,2672194.475
106,臺中市西區公益路１１９號,臺中市西區民龍里21鄰公益路119號,216025.752,2671751.071
107,臺中市西區忠仁街３７－１號,臺中市西區公民里23鄰忠仁街37之1號,216158.872,2670525.694
108,臺中市北區育德路１０號,臺中市北區育德里2鄰育德路10號,217458.386,2672518.879
109,臺中市北區育強街１０３之１號,臺中市北區錦祥里10鄰育強街103之1號,218790.863,2672797.858
110,臺中市南屯區向上路三段６７號,臺中市南屯區三厝里26鄰向上路三段67號,212902.719,2671255.776
111,臺中市西屯區西屯路二段２５９之３號,臺中市西屯區上石里11鄰西屯路二段259之3號,213947.678,2674174.893
112,臺中市南屯區寶山東二街１９巷６號,臺中市南屯區寶山里22鄰寶山東二街19巷6號,211036.709,2671956.924
113,臺中市梧棲區文化路二段２９７號,臺中市梧棲區中正里14鄰文化路二段297號,202438.826,2683640.389
114,臺中市東勢區東蘭路１９５之１號,臺中市東勢區茂興里7鄰東蘭路195之1號,229245.350,2686734.359
115,臺中市潭子區潭興路一段５５號,臺中市潭子區聚興里17鄰潭興路一段55號,221748.431,2677643.858
116,臺中市烏日區僑仁街８號,臺中市烏日區仁德里19鄰僑仁街8號,213440.236,2666787.055
117,臺中市大里區吉隆路４巷２３號,臺中市大里區日新里14鄰吉隆路4巷23號,218472.820,2668109.450
